"Consensus.lineage"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Taxonomy"	"Kingdom_r"	"Phylum_r"	"Class_r"	"Order_r"	"Family_r"	"Genus_r"	"Taxonomy_r"
"830"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Sedimenticolaceae"	"SedimenticolaceaeFA"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.21	-0.18	-0.18	-0.65
"831"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Cand. Competibacter"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Competibacterales"	"Competibacteraceae"	"Cand. Competibacter"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.78	-0.78	-0.78	-0.65
"832"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__Coxiella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellales"	"Coxiellaceae"	"Coxiella"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.06	0.06	0.06	-0.65
"833"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Aquicella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Diplorickettsiales"	"Diplorickettsiaceae"	"Aquicella"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.04	0.04	-0.02	-0.65
"834"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Diplorickettsiales"	"Diplorickettsiaceae"	"DiplorickettsiaceaeFA"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.04	0.04	0.16	-0.65
"835"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Rickettsiella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Diplorickettsiales"	"Diplorickettsiaceae"	"Rickettsiella"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.04	0.04	0.1	-0.65
"836"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__EC3;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"EC3"	"EC3OR"	"EC3OR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.11	-0.11	-0.11	-0.65
"837"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Ectothiorhodospirales"	"Ectothiorhodospiraceae"	"EctothiorhodospiraceaeFA"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.69	-0.49	-0.44	-0.65
"838"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Thiogranum"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Ectothiorhodospirales"	"Ectothiorhodospiraceae"	"Thiogranum"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.69	-0.49	-0.22	-0.65
"839"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Ectothiorhodospirales"	"EctothiorhodospiralesOR"	"EctothiorhodospiralesOR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.69	-0.04	-0.04	-0.65
"840"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalispiraceae;g__Thioalkalispira-Sulfurivermis"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Ectothiorhodospirales"	"Thioalkalispiraceae"	"Thioalkalispira-Sulfurivermis"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.69	-0.72	0.07	-0.65
"841"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalispiraceae;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Ectothiorhodospirales"	"Thioalkalispiraceae"	"ThioalkalispiraceaeFA"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.69	-0.72	-0.72	-0.65
"842"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Aeromonadaceae"	"Aeromonas"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.05	-0.31	-0.25	-0.65
"843"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Oceanisphaera"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Aeromonadaceae"	"Oceanisphaera"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.05	-0.31	0.08	-0.65
"844"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Tolumonas"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Aeromonadaceae"	"Tolumonas"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.05	-0.31	-0.29	-0.65
"845"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Idiomarinaceae;g__Idiomarina"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Idiomarinaceae"	"Idiomarina"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.05	0	0	-0.65
"846"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Kangiellaceae;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Kangiellaceae"	"KangiellaceaeFA"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.05	-0.25	-0.25	-0.65
"847"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Psychromonadaceae;g__Psychromonas"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Psychromonadaceae"	"Psychromonas"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.05	-0.22	-0.22	-0.65
"848"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Photobacterium"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.05	0.11	0.12	-0.65
"849"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Vibrio"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.05	0.11	-0.03	-0.65
"850"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__EPR3968-O8a-Bc78;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"EPR3968-O8a-Bc78"	"EPR3968-O8a-Bc78OR"	"EPR3968-O8a-Bc78OR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.21	0.21	0.21	-0.65
"851"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Ga0077536"	"Ga0077536OR"	"Ga0077536OR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.61	-0.61	-0.61	-0.65
"852"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria Incertae Sedis;f__Unknown Family;g__Acidibacter"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria Incertae Sedis"	"Unknown Family"	"Acidibacter"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.31	-0.29	-0.28	-0.65
"853"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria Incertae Sedis;f__Unknown Family;g__Cand. Berkiella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria Incertae Sedis"	"Unknown Family"	"Cand. Berkiella"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.31	-0.29	-0.3	-0.65
"854"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria Incertae Sedis;f__Unknown Family;g__Cand. Endonucleariobacter"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria Incertae Sedis"	"Unknown Family"	"Cand. Endonucleariobacter"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.31	-0.29	0.02	-0.65
"855"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria Incertae Sedis;f__Unknown Family;g__Cand. Ovatusbacter"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria Incertae Sedis"	"Unknown Family"	"Cand. Ovatusbacter"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.31	-0.29	0.07	-0.65
"856"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria Incertae Sedis;f__Unknown Family;g__Marinicella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria Incertae Sedis"	"Unknown Family"	"Marinicella"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.31	-0.29	0.09	-0.65
"857"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"GammaproteobacteriaCL"	"GammaproteobacteriaCL"	"GammaproteobacteriaCL"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.64	-0.64	-0.64	-0.65
"858"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Halothiobacillales;f__Halothiobacillaceae;g__Halothiobacillus"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Halothiobacillales"	"Halothiobacillaceae"	"Halothiobacillus"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.09	0.09	0.09	-0.65
"859"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HOC36;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"HOC36"	"HOC36OR"	"HOC36OR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.28	-0.28	-0.28	-0.65
"860"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Immundisolibacterales;f__Immundisolibacteraceae;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Immundisolibacterales"	"Immundisolibacteraceae"	"ImmundisolibacteraceaeFA"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.45	-0.45	-0.45	-0.65
"861"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__JG36-GS-52;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"JG36-GS-52"	"JG36-GS-52OR"	"JG36-GS-52OR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.64	-0.64	-0.64	-0.65
"862"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__JG36-TzT-191;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"JG36-TzT-191"	"JG36-TzT-191OR"	"JG36-TzT-191OR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0	0	0	-0.65
"863"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__JTB23;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"JTB23"	"JTB23OR"	"JTB23OR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.11	0.11	0.11	-0.65
"864"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__KF-JG30-C25;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"KF-JG30-C25"	"KF-JG30-C25OR"	"KF-JG30-C25OR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.42	-0.42	-0.42	-0.65
"865"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.2	0.2	0.2	-0.65
"866"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__MBMPE27;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"MBMPE27"	"MBMPE27OR"	"MBMPE27OR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	0.16	0.16	0.16	-0.65
"867"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylocaldum"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"Methylocaldum"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.14	-0.17	-0.46	-0.65
"868"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"MethylococcaceaeFA"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.14	-0.17	-0.51	-0.65
"869"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylomagnum"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"Methylomagnum"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.14	-0.17	-0.46	-0.65
"870"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methyloparacoccus"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"Methyloparacoccus"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.14	-0.17	0.21	-0.65
"871"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Crenothrix"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylomonadaceae"	"Crenothrix"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.14	-0.12	-0.02	-0.65
"872"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__IheB2-23"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylomonadaceae"	"IheB2-23"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.14	-0.12	-0.1	-0.65
"873"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylomonadaceae"	"Methylobacter"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.14	-0.12	-0.36	-0.65
"874"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloglobulus"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylomonadaceae"	"Methyloglobulus"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.14	-0.12	0.1	-0.65
"875"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomarinum"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylomonadaceae"	"Methylomarinum"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.14	-0.12	-0.22	-0.65
"876"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylomonadaceae"	"MethylomonadaceaeFA"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.14	-0.12	-0.39	-0.65
"877"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylomonadaceae"	"Methylomonas"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.14	-0.12	0.13	-0.65
"878"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylosarcina"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylomonadaceae"	"Methylosarcina"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.14	-0.12	-0.08	-0.65
"879"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylovulum"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylomonadaceae"	"Methylovulum"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.14	-0.12	0.17	-0.65
"880"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__pItb-vmat-59"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylomonadaceae"	"pItb-vmat-59"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.14	-0.12	-0.58	-0.65
"881"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__pLW-20"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylomonadaceae"	"pLW-20"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.14	-0.12	0.03	-0.65
"882"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Milano-WF1B-44;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Milano-WF1B-44"	"Milano-WF1B-44OR"	"Milano-WF1B-44OR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.25	-0.25	-0.25	-0.65
"883"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Nitrosococcales"	"Methylophagaceae"	"Methylophaga"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.29	0.2	0.2	-0.65
"884"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Nitrosococcaceae;g__Cm1-21"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Nitrosococcales"	"Nitrosococcaceae"	"Cm1-21"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.29	-0.3	-0.19	-0.65
"885"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Nitrosococcaceae;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Nitrosococcales"	"Nitrosococcaceae"	"NitrosococcaceaeFA"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.29	-0.3	-0.29	-0.65
"886"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Nitrosococcaceae;g__SZB85"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Nitrosococcales"	"Nitrosococcaceae"	"SZB85"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.29	-0.3	-0.27	-0.65
"887"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__pItb-vmat-80;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"pItb-vmat-80"	"pItb-vmat-80OR"	"pItb-vmat-80OR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.23	-0.23	-0.23	-0.65
"888"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PLTA13;f__;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"PLTA13"	"PLTA13OR"	"PLTA13OR"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.29	-0.29	-0.29	-0.65
"889"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__BD2-7;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"BD2-7"	"BD2-7FA"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	-0.12	-0.12	-0.65
"890"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Aestuariicella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Cellvibrionaceae"	"Aestuariicella"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	0.13	-0.1	-0.65
"891"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Agarilytica"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Cellvibrionaceae"	"Agarilytica"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	0.13	-0.12	-0.65
"892"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Cellvibrio"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Cellvibrionaceae"	"Cellvibrio"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	0.13	0.13	-0.65
"893"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Cellvibrionaceae"	"CellvibrionaceaeFA"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	0.13	0.11	-0.65
"894"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Gven-F17;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Gven-F17"	"Gven-F17FA"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	-0.34	-0.34	-0.65
"895"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"HalieaceaeFA"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	-0.38	-0.37	-0.65
"896"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Halioglobus"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	-0.38	-0.2	-0.65
"897"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Marimicrobium"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Marimicrobium"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	-0.38	0.03	-0.65
"898"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__OM60(NOR5) clade"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"OM60(NOR5) clade"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	-0.38	-0.35	-0.65
"899"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Parahaliea"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Parahaliea"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	-0.38	-0.3	-0.65
"900"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Chromohalobacter"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halomonadaceae"	"Chromohalobacter"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	0.22	0.25	-0.65
"901"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halomonadaceae"	"Halomonas"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	0.22	0.19	-0.65
"902"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__KI89A clade;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"KI89A clade"	"KI89A cladeFA"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	-0.33	-0.33	-0.65
"903"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinobacteraceae;g__Marinobacter"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Marinobacteraceae"	"Marinobacter"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	0.17	0.17	-0.65
"904"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Microbulbiferaceae;g__Microbulbifer"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Microbulbiferaceae"	"Microbulbifer"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	0.21	0.21	-0.65
"905"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__OM182 clade;g__"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"OM182 clade"	"OM182 cladeFA"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	-0.22	-0.22	-0.65
"906"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__Porticoccus"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Porticoccaceae"	"Porticoccus"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	0.03	0.03	-0.65
"907"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__BIyi10"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudohongiellaceae"	"BIyi10"	"Gammaproteobacteria"	-0.46	-0.53	-0.65	-0.38	-0.26	-0.26	-0.65
