"Consensus.lineage"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Taxonomy"	"Kingdom_r"	"Phylum_r"	"Class_r"	"Order_r"	"Family_r"	"Genus_r"	"Taxonomy_r"
"79"	"k__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__Luteitalea"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	"Vicinamibacteraceae"	"Luteitalea"	"Acidobacteriota"	-0.46	-0.5	-0.35	-0.09	0.27	0.23	-0.5
"80"	"k__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__Vicinamibacter"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	"Vicinamibacteraceae"	"Vicinamibacter"	"Acidobacteriota"	-0.46	-0.5	-0.35	-0.09	0.27	-0.08	-0.5
"81"	"k__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	"Vicinamibacteraceae"	"VicinamibacteraceaeFA"	"Acidobacteriota"	-0.46	-0.5	-0.35	-0.09	0.27	0.27	-0.5
"82"	"k__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__;g__"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	"VicinamibacteralesOR"	"VicinamibacteralesOR"	"Acidobacteriota"	-0.46	-0.5	-0.35	-0.09	-0.29	-0.29	-0.5
"83"	"k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__;f__;g__"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"AcidimicrobiiaCL"	"AcidimicrobiiaCL"	"AcidimicrobiiaCL"	"Actinobacteriota"	-0.46	0.39	0.27	0.44	0.44	0.44	0.39
"84"	"k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__;g__"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Actinomarinales"	"ActinomarinalesOR"	"ActinomarinalesOR"	"Actinobacteriota"	-0.46	0.39	0.27	0.27	0.27	0.27	0.39
"85"	"k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__IMCC26256;f__;g__"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"IMCC26256"	"IMCC26256OR"	"IMCC26256OR"	"Actinobacteriota"	-0.46	0.39	0.27	0.01	0.01	0.01	0.39
"86"	"k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Iamiaceae;g__Iamia"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Iamiaceae"	"Iamia"	"Actinobacteriota"	-0.46	0.39	0.27	0.18	-0.08	-0.08	0.39
"87"	"k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__Ilumatobacter"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Ilumatobacteraceae"	"Ilumatobacter"	"Actinobacteriota"	-0.46	0.39	0.27	0.18	0	-0.11	0.39
"88"	"k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Ilumatobacteraceae"	"IlumatobacteraceaeFA"	"Actinobacteriota"	-0.46	0.39	0.27	0.18	0	0.15	0.39
"89"	"k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__IMCC26207"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"IMCC26207"	"Actinobacteriota"	-0.46	0.39	0.27	0.18	0.28	-0.07	0.39
"90"	"k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"MicrotrichaceaeFA"	"Actinobacteriota"	-0.46	0.39	0.27	0.18	0.28	0.17	0.39
"91"	"k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__Sva0996 marine group"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	"Sva0996 marine group"	"Actinobacteriota"	-0.46	0.39	0.27	0.18	0.28	0.29	0.39
"92"	"k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__;g__"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"MicrotrichalesOR"	"MicrotrichalesOR"	"Actinobacteriota"	-0.46	0.39	0.27	0.18	0.24	0.24	0.39
"93"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__0319-7L14;f__;g__"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"0319-7L14"	"0319-7L14OR"	"0319-7L14OR"	"Actinobacteriota"	-0.46	0.39	0.44	0.29	0.29	0.29	0.39
"94"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__;f__;g__"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"ActinobacteriaCL"	"ActinobacteriaCL"	"ActinobacteriaCL"	"Actinobacteriota"	-0.46	0.39	0.44	0.11	0.11	0.11	0.39
"95"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"	"Actinobacteriota"	-0.46	0.39	0.44	0.48	0.34	0.34	0.39
"96"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Nocardia"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Corynebacteriales"	"Nocardiaceae"	"Nocardia"	"Actinobacteriota"	-0.46	0.39	0.44	0.48	0.52	0.45	0.39
"97"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Rhodococcus"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Corynebacteriales"	"Nocardiaceae"	"Rhodococcus"	"Actinobacteriota"	-0.46	0.39	0.44	0.48	0.52	0.48	0.39
"98"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__FFCH16263;f__;g__"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"FFCH16263"	"FFCH16263OR"	"FFCH16263OR"	"Actinobacteriota"	-0.46	0.39	0.44	-0.64	-0.64	-0.64	0.39
"99"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Acidothermaceae;g__Acidothermus"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Acidothermaceae"	"Acidothermus"	"Actinobacteriota"	-0.46	0.39	0.44	0.35	0.24	0.24	0.39
"100"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Frankiaceae;g__Frankia"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Frankiaceae"	"Frankia"	"Actinobacteriota"	-0.46	0.39	0.44	0.35	0.32	0.32	0.39
"101"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__;g__"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"FrankialesOR"	"FrankialesOR"	"Actinobacteriota"	-0.46	0.39	0.44	0.35	-0.25	-0.25	0.39
"102"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Blastococcus"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	"Actinobacteriota"	-0.46	0.39	0.44	0.35	0.44	0.44	0.39
"103"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__Cand. Planktophila"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Sporichthyaceae"	"Cand. Planktophila"	"Actinobacteriota"	-0.46	0.39	0.44	0.35	0.4	0.1	0.39
"104"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__Longivirga"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Sporichthyaceae"	"Longivirga"	"Actinobacteriota"	-0.46	0.39	0.44	0.35	0.4	0.11	0.39
"105"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__Sporichthya"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Sporichthyaceae"	"Sporichthya"	"Actinobacteriota"	-0.46	0.39	0.44	0.35	0.4	-0.33	0.39
"106"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Sporichthyaceae"	"SporichthyaceaeFA"	"Actinobacteriota"	-0.46	0.39	0.44	0.35	0.4	0.47	0.39
"107"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Glycomycetales;f__Glycomycetaceae;g__Glycomyces"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Glycomycetales"	"Glycomycetaceae"	"Glycomyces"	"Actinobacteriota"	-0.46	0.39	0.44	0.36	0.36	0.36	0.39
"108"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Kineosporiales"	"Kineosporiaceae"	"KineosporiaceaeFA"	"Actinobacteriota"	-0.46	0.39	0.44	0.09	0.09	0.09	0.39
"109"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Beutenbergiaceae;g__Beutenbergia"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micrococcales"	"Beutenbergiaceae"	"Beutenbergia"	"Actinobacteriota"	-0.46	0.39	0.44	0.47	0.28	0.28	0.39
"110"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Actinotalea"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micrococcales"	"Cellulomonadaceae"	"Actinotalea"	"Actinobacteriota"	-0.46	0.39	0.44	0.47	0.26	0.26	0.39
"111"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Demequinaceae;g__Demequina"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micrococcales"	"Demequinaceae"	"Demequina"	"Actinobacteriota"	-0.46	0.39	0.44	0.47	0.26	0.26	0.39
"112"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"IntrasporangiaceaeFA"	"Actinobacteriota"	-0.46	0.39	0.44	0.47	0.04	-0.09	0.39
"113"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Knoellia"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Knoellia"	"Actinobacteriota"	-0.46	0.39	0.44	0.47	0.04	0.07	0.39
"114"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Agromyces"	"Actinobacteriota"	-0.46	0.39	0.44	0.47	0.33	0.31	0.39
"115"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Galbitalea"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Galbitalea"	"Actinobacteriota"	-0.46	0.39	0.44	0.47	0.33	0.04	0.39
"116"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"	"Actinobacteriota"	-0.46	0.39	0.44	0.47	0.43	0.43	0.39
"117"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Catellatospora"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Catellatospora"	"Actinobacteriota"	-0.46	0.39	0.44	0.25	0.25	0.5	0.39
"118"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Luedemannella"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Luedemannella"	"Actinobacteriota"	-0.46	0.39	0.44	0.25	0.25	0.12	0.39
"119"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Micromonospora"	"Actinobacteriota"	-0.46	0.39	0.44	0.25	0.25	0.14	0.39
"120"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"MicromonosporaceaeFA"	"Actinobacteriota"	-0.46	0.39	0.44	0.25	0.25	0.43	0.39
"121"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Nitriliruptorales"	"Nitriliruptoraceae"	"NitriliruptoraceaeFA"	"Actinobacteriota"	-0.46	0.39	0.44	0.32	0.32	0.32	0.39
"122"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__PeM15;f__;g__"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"PeM15"	"PeM15OR"	"PeM15OR"	"Actinobacteriota"	-0.46	0.39	0.44	-0.02	-0.02	-0.02	0.39
"123"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Marmoricola"	"Actinobacteriota"	-0.46	0.39	0.44	0.29	0.29	0.28	0.39
"124"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"NocardioidaceaeFA"	"Actinobacteriota"	-0.46	0.39	0.44	0.29	0.29	0.28	0.39
"125"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Actinobacteriota"	-0.46	0.39	0.44	0.29	0.29	0.32	0.39
"126"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__;g__"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Propionibacteriales"	"PropionibacterialesOR"	"PropionibacterialesOR"	"Actinobacteriota"	-0.46	0.39	0.44	0.29	0.29	0.29	0.39
"127"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Amycolatopsis"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Amycolatopsis"	"Actinobacteriota"	-0.46	0.39	0.44	0.5	0.5	0.43	0.39
"128"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Pseudonocardia"	"Actinobacteriota"	-0.46	0.39	0.44	0.5	0.5	0.36	0.39
"129"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharopolyspora"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Saccharopolyspora"	"Actinobacteriota"	-0.46	0.39	0.44	0.5	0.5	0.47	0.39
"130"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptacidiphilus"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptacidiphilus"	"Actinobacteriota"	-0.46	0.39	0.44	0.48	0.48	0.29	0.39
"131"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"Actinobacteriota"	-0.46	0.39	0.44	0.48	0.48	0.48	0.39
"132"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__Nonomuraea"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Streptosporangiales"	"Streptosporangiaceae"	"Nonomuraea"	"Actinobacteriota"	-0.46	0.39	0.44	0.46	0.43	0.43	0.39
"133"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinoallomurus"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Streptosporangiales"	"Thermomonosporaceae"	"Actinoallomurus"	"Actinobacteriota"	-0.46	0.39	0.44	0.46	0.44	0.47	0.39
"134"	"k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Streptosporangiales"	"Thermomonosporaceae"	"ThermomonosporaceaeFA"	"Actinobacteriota"	-0.46	0.39	0.44	0.46	0.44	0.19	0.39
"135"	"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__CG2-30-50-142;f__;g__"	"Bacteria"	"Actinobacteriota"	"Coriobacteriia"	"CG2-30-50-142"	"CG2-30-50-142OR"	"CG2-30-50-142OR"	"Actinobacteriota"	-0.46	0.39	0.58	0.41	0.41	0.41	0.39
"136"	"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__FS118-23B-02;f__;g__"	"Bacteria"	"Actinobacteriota"	"Coriobacteriia"	"FS118-23B-02"	"FS118-23B-02OR"	"FS118-23B-02OR"	"Actinobacteriota"	-0.46	0.39	0.58	0.09	0.09	0.09	0.39
"137"	"k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__;g__"	"Bacteria"	"Actinobacteriota"	"Coriobacteriia"	"OPB41"	"OPB41OR"	"OPB41OR"	"Actinobacteriota"	-0.46	0.39	0.58	0.58	0.58	0.58	0.39
"138"	"k__Bacteria;p__Actinobacteriota;c__MB-A2-108;o__;f__;g__"	"Bacteria"	"Actinobacteriota"	"MB-A2-108"	"MB-A2-108CL"	"MB-A2-108CL"	"MB-A2-108CL"	"Actinobacteriota"	-0.46	0.39	-0.11	-0.11	-0.11	-0.11	0.39
"139"	"k__Bacteria;p__Actinobacteriota;c__RBG-16-55-12;o__;f__;g__"	"Bacteria"	"Actinobacteriota"	"RBG-16-55-12"	"RBG-16-55-12CL"	"RBG-16-55-12CL"	"RBG-16-55-12CL"	"Actinobacteriota"	-0.46	0.39	0.55	0.55	0.55	0.55	0.39
"140"	"k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Gaiellales"	"Gaiellaceae"	"Gaiella"	"Actinobacteriota"	-0.46	0.39	0.37	0.26	0.09	0.09	0.39
"141"	"k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__;g__"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Gaiellales"	"GaiellalesOR"	"GaiellalesOR"	"Actinobacteriota"	-0.46	0.39	0.37	0.26	0.47	0.47	0.39
"142"	"k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Solirubrobacterales"	"67-14"	"67-14FA"	"Actinobacteriota"	-0.46	0.39	0.37	0.44	0.42	0.42	0.39
"143"	"k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Conexibacter"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	"Conexibacter"	"Actinobacteriota"	-0.46	0.39	0.37	0.44	0.43	-0.05	0.39
"144"	"k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__JCM 18997"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	"JCM 18997"	"Actinobacteriota"	-0.46	0.39	0.37	0.44	0.43	0.27	0.39
"145"	"k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Parviterribacter"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	"Parviterribacter"	"Actinobacteriota"	-0.46	0.39	0.37	0.44	0.43	0.43	0.39
"146"	"k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	"Solirubrobacter"	"Actinobacteriota"	-0.46	0.39	0.37	0.44	0.43	0.45	0.39
"147"	"k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	"SolirubrobacteraceaeFA"	"Actinobacteriota"	-0.46	0.39	0.37	0.44	0.43	0.01	0.39
"148"	"k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__;g__"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Solirubrobacterales"	"SolirubrobacteralesOR"	"SolirubrobacteralesOR"	"Actinobacteriota"	-0.46	0.39	0.37	0.44	-0.05	-0.05	0.39
"149"	"k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__;f__;g__"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"ThermoleophiliaCL"	"ThermoleophiliaCL"	"ThermoleophiliaCL"	"Actinobacteriota"	-0.46	0.39	0.37	0.36	0.36	0.36	0.39
"150"	"k__Bacteria;p__Actinobacteriota;c__WCHB1-81;o__;f__;g__"	"Bacteria"	"Actinobacteriota"	"WCHB1-81"	"WCHB1-81CL"	"WCHB1-81CL"	"WCHB1-81CL"	"Actinobacteriota"	-0.46	0.39	0.35	0.35	0.35	0.35	0.39
"151"	"k__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__;g__"	"Bacteria"	"Armatimonadota"	"Chthonomonadetes"	"Chthonomonadales"	"ChthonomonadalesOR"	"ChthonomonadalesOR"	"Armatimonadota"	-0.46	0.18	0.63	0.63	0.63	0.63	0.18
"152"	"k__Bacteria;p__Armatimonadota;c__DG-56;o__;f__;g__"	"Bacteria"	"Armatimonadota"	"DG-56"	"DG-56CL"	"DG-56CL"	"DG-56CL"	"Armatimonadota"	-0.46	0.18	0.1	0.1	0.1	0.1	0.18
"153"	"k__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__"	"Bacteria"	"Armatimonadota"	"Fimbriimonadia"	"Fimbriimonadales"	"Fimbriimonadaceae"	"FimbriimonadaceaeFA"	"Armatimonadota"	-0.46	0.18	-0.46	-0.46	-0.39	-0.39	0.18
"154"	"k__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__;g__"	"Bacteria"	"Armatimonadota"	"Fimbriimonadia"	"Fimbriimonadales"	"FimbriimonadalesOR"	"FimbriimonadalesOR"	"Armatimonadota"	-0.46	0.18	-0.46	-0.46	-0.57	-0.57	0.18
"155"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroidota"	-0.46	0.02	0.09	0.47	0.14	0.14	0.02
"156"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales UCG-001;g__"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales UCG-001"	"Bacteroidales UCG-001FA"	"Bacteroidota"	-0.46	0.02	0.09	0.47	0.1	0.1	0.02
"157"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"BacteroidalesOR"	"BacteroidalesOR"	"Bacteroidota"	-0.46	0.02	0.09	0.47	0.23	0.23	0.02
"158"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidetes BD2-2;g__"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidetes BD2-2"	"Bacteroidetes BD2-2FA"	"Bacteroidota"	-0.46	0.02	0.09	0.47	0.16	0.16	0.02
"159"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidetes vadinHA17;g__"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidetes vadinHA17"	"Bacteroidetes vadinHA17FA"	"Bacteroidota"	-0.46	0.02	0.09	0.47	0.55	0.55	0.02
"160"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Barnesiellaceae"	"BarnesiellaceaeFA"	"Bacteroidota"	-0.46	0.02	0.09	0.47	0.01	0.01	0.02
"161"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Dysgonomonadaceae"	"DysgonomonadaceaeFA"	"Bacteroidota"	-0.46	0.02	0.09	0.47	0.08	0.08	0.02
"162"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__M2PB4-65 termite group;g__"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"M2PB4-65 termite group"	"M2PB4-65 termite groupFA"	"Bacteroidota"	-0.46	0.02	0.09	0.47	0.16	0.16	0.02
